Rewards:0-0
7.05 8.97 7.05 10.20 0 6.00 10.90 11.60 12.40 0 0 0 12.95 11.53 9.35 6.40 9.03 9.03 10.05 9.48 11.93 10.69 10.50 14.60 12.90 0 12.75 14.47 12.57 10.20 0 0 16.00 12.42 11.38 0 15.45 11.60 11.75 13.25 17.10 19.90 0 0 23.08 0 19.76 19.12 18.30 0 18.80 20.40 19.00 19.10 22.38 0 25.25 24.30 20.70 21.67 29.70 42.60 30.05 0 33.95 35.05 22.95 0 0 0 0 20.70 29.40 0 
0 5.56 6.05 8.21 7.16 8.10 8.21 11.75 12.66 15.75 18.27 15.77 12.92 11.55 10.12 6.90 6.87 5.80 9.16 7.42 9.08 8.37 10.71 9.84 14.60 11.25 10.16 12.63 9.28 7.50 13.35 12.50 10.80 8.88 9.22 13.85 12.45 12.40 10.44 11.37 12.68 15.94 16.14 21.30 0 23.88 18.57 16.14 19.04 15.81 17.19 15.08 16.05 20.25 22.84 26.70 0 28.01 25.45 20.55 22.12 22.07 25.66 0 28.03 27.37 25.27 27.42 19.12 20.01 20.92 23.05 29.22 19.92 
7.05 6.53 7.57 5.40 5.49 5.85 6.18 10.16 12.83 12.42 14.79 13.36 11.45 10.03 7.81 6.52 6.87 7.69 8.38 8.67 9.16 7.79 9.44 10.03 13.95 14.13 10.52 13.29 11.06 12.30 13.38 13.95 11.88 11.70 9.90 17.61 14.15 12.19 11.25 14.01 13.74 17.34 13.74 20.94 22.69 25.23 21.27 17.03 20.21 15.66 17.42 16.56 15.80 15.72 20.14 19.95 24.75 24.90 22.10 21.46 22.24 26.55 28.87 33.59 29.49 28.00 25.01 26.60 22.35 26.60 20.91 23.88 27.68 20.85 
8.40 7.89 5.82 7.23 5.50 6.03 6.11 9.05 9.20 10.66 15.52 11.62 10.39 8.33 6.63 6.81 6.36 8.17 8.74 8.84 7.90 7.14 8.31 10.24 12.00 12.53 9.40 13.55 10.27 10.50 11.67 12.00 11.82 10.64 10.43 18.18 15.76 14.54 11.50 13.89 14.90 17.22 16.37 21.42 24.86 23.76 21.48 17.59 20.74 14.67 15.12 15.37 17.10 14.93 19.76 21.83 31.02 24.70 20.79 19.94 19.80 22.15 29.01 26.10 30.05 27.08 25.45 27.18 17.40 24.60 22.05 24.42 26.68 19.11 
6.00 7.90 6.48 5.61 4.29 5.61 6.08 9.05 11.10 12.20 15.04 14.25 11.18 9.30 7.34 6.60 7.64 8.62 12.45 10.81 10.48 7.44 9.15 13.73 15.10 13.37 11.54 12.78 10.11 12.55 12.10 0 0 10.56 10.33 11.40 16.12 13.17 11.05 13.24 15.02 17.04 21.23 22.22 24.60 24.98 21.78 16.09 20.63 14.44 17.19 16.29 17.58 18.12 18.38 19.79 0 24.50 24.40 20.96 20.50 24.90 26.06 0 33.59 26.55 25.19 26.40 19.85 22.03 22.00 23.40 27.45 24.20 
7.12 7.77 6.39 6.30 5.48 9.15 5.60 7.71 8.80 11.70 15.24 13.30 11.85 8.80 6.79 6.71 7.87 9.66 10.61 10.20 8.87 8.53 10.66 11.96 12.87 13.20 10.14 14.02 12.17 12.10 17.40 15.45 12.00 11.13 10.80 0 14.20 13.40 12.03 12.56 15.75 19.05 14.40 22.95 24.30 23.40 21.68 18.75 20.70 19.53 17.61 14.58 16.20 16.65 21.78 19.50 25.50 25.41 21.37 21.31 22.50 29.10 28.02 29.70 30.61 30.83 25.01 31.20 25.50 25.23 0 24.14 28.32 21.70 
7.35 8.79 6.60 6.18 6.82 5.77 8.67 7.67 8.56 11.30 13.28 11.53 10.31 8.08 6.21 7.07 8.28 9.63 8.94 10.64 9.39 8.06 8.92 10.60 12.11 11.60 10.39 13.40 12.24 11.40 13.05 13.40 13.73 11.08 11.82 17.80 16.95 14.88 13.09 13.85 25.80 17.93 18.27 21.60 24.00 25.58 23.53 17.12 20.09 15.83 17.83 15.30 15.20 17.04 16.93 19.84 22.80 23.36 22.29 18.96 25.98 22.26 24.75 24.00 31.62 26.85 24.88 26.82 23.55 24.18 23.73 25.80 26.55 21.91 
10.97 15.62 11.91 10.33 9.67 8.39 8.45 7.68 8.24 10.66 14.99 12.26 12.00 9.90 9.91 11.43 13.57 12.95 14.42 14.23 14.25 12.61 12.91 14.25 14.54 15.00 14.85 19.20 16.18 17.21 17.08 19.75 18.05 17.67 16.48 20.48 20.78 18.22 16.28 16.96 20.53 21.63 21.17 27.20 28.86 27.96 26.50 21.47 25.27 20.63 21.84 20.38 22.83 18.20 20.26 21.27 27.34 24.35 22.88 21.14 23.32 25.38 28.55 30.83 31.26 33.22 29.87 32.49 27.02 27.07 27.23 29.96 32.70 22.04 
9.60 12.90 9.77 9.90 13.00 8.70 9.00 6.78 12.18 7.47 14.00 7.20 8.70 8.14 8.86 11.50 12.48 11.70 12.90 13.90 11.10 11.30 10.20 11.70 11.35 12.00 0 15.68 12.30 17.20 0 14.40 0 16.89 14.10 18.90 20.70 20.20 14.55 19.29 27.90 21.30 19.79 30.70 0 26.70 27.40 19.50 23.45 15.45 18.67 15.45 0 16.25 0 0 0 23.55 16.27 15.00 20.40 21.10 24.40 23.25 29.73 25.20 27.90 31.20 0 26.25 29.40 0 0 20.40 
0 0 10.50 10.50 0 13.17 10.41 10.03 8.56 8.13 8.03 7.62 8.51 10.10 10.75 12.34 14.86 14.30 18.25 14.18 13.14 13.18 12.36 14.40 9.33 13.55 15.98 17.44 17.30 0 22.20 0 18.93 21.03 18.07 21.35 24.15 20.88 22.95 18.45 25.97 24.40 20.55 24.60 0 29.05 27.27 20.86 28.02 22.05 22.42 16.67 12.25 11.11 12.54 14.43 15.60 18.02 15.47 14.69 17.72 17.05 22.33 22.80 26.80 27.75 27.64 22.70 27.00 29.37 28.95 33.13 25.85 21.14 
